type,project,site,yr,qtr,subsite,loc,sensor,launch.date,launch.time,deploy.date,deploy.time,retrieve.date,retrieve.time,lat,lon,comments
temp,SeagrassNet,WA50.1,2017,4,,A,20047929,10/24/2017,6:00:00,10/24/2017,12:00:00,5/17/2018,11:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2018,1,,A,2295882,NA,NA,NA,NA,NA,NA,47.32863,-122.39083,No sensors deployed. Use data from sensors deployed in Jun 2017 and recovered in Jan 2018. 
temp,SeagrassNet,WA50.1,2018,2,,A,10128316,4/18/2018,18:00:00,4/18/2018,14:30:00,11/8/2018,21:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2018,4,,A,20047929,10/12/2018,2:00:00,10/12/2018,2:00:00,1/20/2019,20:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2018,4,,A,20359581,11/10/2018,1:00:00,11/10/2018,1:00:00,5/8/2019,10:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2019,2,,A,20047936,4/23/2019,1:00:00,4/23/2019,1:00:00,7/16/2019,9:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2020,3,,A,20359581,6/5/2020,1:00:00,6/4/2020,11:00:00,4/28/2021,11:40:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2020,3,,A,20331319,6/5/2020,1:00:00,6/4/2020,11:00:00,12/29/2020,14:50:00,47.32863,-122.39083,barnacle in pressure port that could affect measurement
par,SeagrassNet,WA50.1,2019,4,,A,4588,10/3/2019,2:00:00,10/3/2019,2:00:00,2/9/2020,22:00:00,47.32863,-122.39083,Deployed with Zebra Tech Hydro Wipers. 
temp,SeagrassNet,WA50.1,2020,3,,C,20359583,6/5/2020,1:00:00,6/4/2020,11:00:00,4/28/2021,10:00:00,47.32943,-122.39042,
depth,SeagrassNet,WA50.1,2020,3,,C,20331320,6/5/2020,1:00:00,6/4/2020,11:00:00,12/29/2020,14:25:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2019,4,,B,4589,10/3/2019,2:00:00,10/3/2019,2:00:00,2/9/2020,22:00:00,47.32896,-122.39049,Deployed with Zebra Tech Hydro Wipers. 
temp,SeagrassNet,WA50.1,2020,3,,AIR,20359580,6/5/2020,1:00:00,6/4/2020,11:00:00,12/29/2020,14:40:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2020,1,,AIR,4587,10/3/2019,2:45:00,10/3/2019,2:45:00,6/3/2020,0:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2020,1,,A,8000,2/10/2020,1:00:00,2/9/2020,22:45:00,6/3/2020,0:00:00,47.32863,-122.39083,Deployed with Zebra Tech Hydro Wipers since Oct 2019. Sensors appeared clean.
par,SeagrassNet,WA50.1,2020,1,,C,8001,2/10/2020,1:00:00,2/9/2020,22:45:00,6/3/2020,0:00:00,47.32943,-122.39042,clipping all of these sensors to 6/3 at midnight
par,SeagrassNet,WA50.1,2020,1,,A,8000,2/10/2020,1:00:00,2/9/2020,22:45:00,6/3/2020,0:00:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2020,3,,AIR,4599,6/5/2020,1:00:00,6/4/2020,11:30:00,12/29/2020,14:40:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2020,3,,A,4588,6/5/2020,1:00:00,6/4/2020,11:30:00,12/29/2020,14:50:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2020,3,,C,4589,6/5/2020,1:00:00,6/4/2020,11:30:00,12/29/2020,14:25:00,47.32943,-122.39042,Battery died on PAR sensor at 11:30:00 on 10/20/2020. HydroWiper battery case opened underwater?! Not sure how that happened since it was at Transect C. Just an overall mess of a deployment
temp,SeagrassNet,WA50.1,2020,1,,A,20604509,12/11/2020,1:00:00,12/29/2020,14:50:00,4/10/2021,23:00:00,47.32863,-122.39083,sensor was removed from the helical anchor at WA50.1_A25 by a beachwalker. The sensor was found by Tony Cane and we recovered it at his house. We will have to evaluate data prior to setting crop date/time. Currently cropped to 4/10/21 but double check reasoning
depth,SeagrassNet,WA50.1,2020,1,,A,20297400,12/11/2020,1:00:00,12/29/2020,14:50:00,4/18/2021,1:00:00,47.32863,-122.39083,"sensor was removed from the helical anchor at WA50.1_A25 by a beachwalker. The sensor was found by Tony Cane and we recovered it at his house. We will have to evaluate data prior to setting crop date/time. Depth logger did not download properly and has been shipped back to Onset (6/30/2021). Cropped data to 1:00:00 AM on  4/18/2021 based on pressure change to a constant pressure from April 19, 2021 onwards. This suggest the sensor array was pulled from the site sometime on 4/18 or 4/19/2021."
par,SeagrassNet,WA50.1,2020,1,,A,4597,12/11/2020,1:00:00,12/29/2020,14:50:00,4/18/2021,1:00:00,47.32863,-122.39083,"HydroWiper 3774, tag 11. Sensor was removed from the helical anchor at WA50.1_A25 by a beachwalker. The sensor was found by Tony Cane and we recovered it at his house. We will have to evaluate data prior to setting crop date/time.  Cropped data to 1:00:00 AM on  4/18/2021 based on pressure change to a constant pressure from April 19, 2021 onwards. This suggest the sensor array was pulled from the site sometime on 4/18 or 4/19/2021."
temp,SeagrassNet,WA50.1,2020,1,,C,20604510,12/11/2020,1:00:00,12/29/2020,14:25:00,4/28/2021,11:30:00,47.32943,-122.39042,
depth,SeagrassNet,WA50.1,2020,1,,C,20297403,12/11/2020,1:00:00,12/29/2020,14:25:00,4/28/2021,11:30:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2020,1,,C,4598,12/11/2020,1:00:00,12/29/2020,14:25:00,4/28/2021,11:30:00,47.32943,-122.39042,"HydroWiper 3775, tag 25"
par,SeagrassNet,WA50.1,2020,1,,AIR,4600,12/30/2020,1:00:00,12/29/2020,14:40:00,4/28/2021,14:30:00,47.32743,-122.39198,No Hydro-Wiper for this PAR sensor.
temp,SeagrassNet,WA50.1,2020,1,,AIR,20604505,12/30/2020,1:00:00,12/29/2020,14:40:00,4/28/2021,14:30:00,47.32743,-122.39198,
depth,Restoration,Joemma,2019,3,methS,SE,20566014,8/14/2019,13:00:00,8/14/2019,12:30:00,7/21/2020,12:00:00,47.22108,-122.80929,recorded until sensor memory full on 3/27/2020
depth,Restoration,Joemma,2019,3,methN,SE,20566086,8/14/2019,13:00:00,8/14/2019,12:30:00,7/21/2020,12:00:00,47.22601,-122.81377,recorded until sensor memory full on 3/27/2020
depth,Restoration,Joemma,2019,3,methM,SE,20566024,8/14/2019,13:00:00,8/14/2019,12:30:00,7/21/2020,12:00:00,47.22277,-122.81052,recorded until sensor memory full on 3/27/2020
par,Restoration,WestcottBay,2020,3,A,1,6009,8/3/2020,1:00:00,8/1/2020,11:30:00,10/2/2020,12:33:00,48.59394,-123.15505,PNNL retrieved sensors.
par,Restoration,WestcottBay,2020,4,A,1,4601,10/3/2020,1:00:00,10/2/2020,13:00:00,6/27/2021,11:30:00,48.59394,-123.15505,PNNL deployed sensors.
temp,Restoration,WestcottBay,2020,4,A,1,20604506,10/3/2020,1:00:00,10/2/2020,13:00:00,6/27/2021,11:30:00,48.59394,-123.15505,
depth,Restoration,WestcottBay,2020,4,A,1,10777825,10/3/2020,1:00:00,10/2/2020,13:00:00,6/27/2021,11:30:00,48.59394,-123.15505,
depth,Restoration,Delano,2017,2,PNNL15,deep,10777826,5/29/2017,18:00:00,5/29/2017,16:00:00,8/20/2017,9:50:00,47.25498,-122.73712,
par,Restoration,Delano,2017,2,PNNL15,deepT,4591,5/29/2017,18:00:00,5/29/2017,16:00:00,7/24/2017,12:00:00,47.25498,-122.73712,
par,Restoration,Delano,2017,2,PNNL15,deep,4593,5/29/2017,18:00:00,5/29/2017,16:00:00,7/24/2017,12:00:00,47.25498,-122.73712,
par,Restoration,Delano,2017,3,PNNL15,deepT,6010,7/24/2017,11:45:00,7/24/2017,12:00:00,8/20/2017,9:50:00,47.25498,-122.73712,
par,Restoration,Delano,2017,3,PNNL15,deep,6012,7/24/2017,11:45:00,7/24/2017,12:00:00,8/20/2017,9:50:00,47.25498,-122.73712,
depth,Restoration,Joemma,2017,2,PNNL15,deep,10777817,5/29/2017,18:00:00,5/28/2017,14:00:00,8/20/2017,12:00:00,47.222,-122.81008,"deployed at PNNL 2015 deep helical anchor on transect 5, southern site."
par,Restoration,Joemma,2017,2,PNNL15,deepT,5991,5/29/2017,18:00:00,5/28/2017,14:00:00,7/22/2017,13:00:00,47.222,-122.81008,"deployed at PNNL 2015 deep helical anchor on transect 5, southern site. Offset from bottom PAR was 50 cm"
par,Restoration,Joemma,2017,2,PNNL15,deep,5992,5/29/2017,18:00:00,5/28/2017,14:00:00,7/22/2017,13:00:00,47.222,-122.81008,"deployed at PNNL 2015 deep helical anchor on transect 5, southern site."
par,Restoration,Joemma,2017,3,PNNL15,deepT,4590,7/22/2017,11:30:00,7/22/2017,14:15:00,8/20/2017,12:00:00,47.222,-122.81008,"deployed at PNNL 2015 deep helical anchor on transect 5, southern site. Offset from bottom PAR was 50 cm"
par,Restoration,Joemma,2017,3,PNNL15,deep,4597,7/22/2017,11:30:00,7/22/2017,14:15:00,8/20/2017,12:00:00,47.222,-122.81008,"deployed at PNNL 2015 deep helical anchor on transect 5, southern site."
par,Restoration,Joemma,2020,1,NHP,bottom,6010,12/30/2020,1:00:00,12/29/2020,11:35:00,4/29/2021,15:45:00,47.22196,-122.8102,HydroWiper 3642 tag 18. Deployed by DNR Geoduck divers.
depth,Restoration,Joemma,2016,3,PNNL15,deep,10777829,7/6/2016,15:00:00,7/6/2016,13:00:00,8/17/2016,11:00:00,47.222,-122.81008,
depth,Restoration,Joemma,2016,3,PNNL15,deep,10777830,6/6/2016,12:00:00,6/6/2016,12:30:00,7/6/2016,15:00:00,47.222,-122.81008,
depth,Restoration,BlindBay,2020,3,A,1,20574104,8/3/2020,1:00:00,8/2/2020,12:30:00,10/8/2020,14:30:00,48.57816,-122.94099,
depth,Restoration,WestcottBay,2020,3,A,1,20574098,8/3/2020,1:00:00,8/1/2020,11:30:00,10/2/2020,12:33:00,48.59394,-123.15505,
temp,Restoration,WestcottBay,2020,3,A,1,20604504,8/3/2020,1:00:00,8/1/2020,11:30:00,10/2/2020,12:33:00,48.59394,-123.15505,
temp,Restoration,BlindBay,2020,3,A,1,20604505,8/3/2020,1:00:00,8/2/2020,12:30:00,10/8/2020,14:30:00,48.57816,-122.94099,
temp,Restoration,Joemma,2020,2,PNNL15,shallow,20604510,5/9/2020,13:00:00,5/9/2020,16:00:00,7/21/2020,11:00:00,47.22215,-122.80967,
par,Restoration,Joemma,2020,1,NHP,bottom,8046,5/8/2020,13:00:00,5/9/2020,16:00:00,12/29/2020,11:35:00,47.22188,-122.81017,
depth,Restoration,Joemma,2020,2,NHP,bottom,20565970,5/8/2020,13:00:00,5/9/2020,16:00:00,12/29/2020,11:35:00,47.22188,-122.81017,
depth,Restoration,Joemma,2020,2,NHP,top,20566005,5/8/2020,13:00:00,5/9/2020,16:00:00,12/29/2020,11:25:00,47.22196,-122.8102,
depth,Restoration,Myrtle,2020,3,A,1,10777817,7/8/2020,1:00:00,7/7/2020,16:00:00,12/30/2020,10:45:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2020,3,A,1,20047929,7/8/2020,1:00:00,7/7/2020,16:00:00,12/30/2020,10:45:00,47.62046,-122.36398,Damaged! Optical reader broker. Sent back to Onset for data recovery. Data received from Onset on 1/26/2021.
par,Restoration,Myrtle,2020,3,A,1,5996,7/8/2020,1:00:00,7/7/2020,16:00:00,12/30/2020,10:45:00,47.62046,-122.36398,
depth,SeagrassNet,WA50.1,2020,1,,A,20331319,1/10/2020,1:00:00,1/9/2020,22:00:00,2/9/2020,22:00:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2020,1,,B,20331320,1/10/2020,1:00:00,1/9/2020,22:00:00,2/9/2020,22:00:00,47.32896,-122.39049,
depth,SeagrassNet,WA50.1,2020,1,,A,20331317,2/10/2020,1:00:00,2/9/2020,23:00:00,6/4/2020,9:00:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2020,1,,C,20331318,2/10/2020,1:00:00,2/9/2020,23:00:00,6/4/2020,9:00:00,47.32943,-122.39042,
depth,Restoration,BlindBay,2021,2,A,1,20331320,3/22/2021,1:00:00,4/26/2021,16:00:00,6/26/2021,11:00:00,48.57816,-122.94099,
par,Restoration,BlindBay,2021,2,A,1,8002,3/22/2021,1:00:00,4/26/2021,16:00:00,6/26/2021,11:00:00,48.57816,-122.94099,
temp,Restoration,BlindBay,2021,2,A,1,20047931,3/22/2021,1:00:00,4/26/2021,16:00:00,6/26/2021,11:00:00,48.57816,-122.94099,
temp,SeagrassNet,WA50.1,2021,2,,AIR,20359580,4/30/2021,1:00:00,4/28/2021,14:30:00,7/10/2021,13:00:00,47.32743,-122.39198,
temp,SeagrassNet,WA50.1,2021,2,,A ,20359582,4/30/2021,1:00:00,4/28/2021,11:00:00,6/16/2021,15:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2021,2,,C,20359587,4/30/2021,1:00:00,4/28/2021,12:00:00,7/10/2021,11:30:00,47.32943,-122.39042,
depth,SeagrassNet,WA50.1,2021,2,,A,20566005,4/30/2021,1:00:00,4/28/2021,11:00:00,6/16/2021,15:00:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2021,2,,C,20566009,4/30/2021,1:00:00,4/28/2021,12:00:00,7/10/2021,13:00:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2021,2,,AIR,8048,4/30/2021,1:00:00,4/28/2021,14:30:00,7/10/2021,13:00:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2021,2,,A,8051,4/30/2021,1:00:00,4/28/2021,11:00:00,6/16/2021,15:00:00,47.32863,-122.39083,"Entire top of sensor broken off, batteries and circuitboard exposed. Followed instructions from Odyssey: 1) Undo the cable gland at the bottom of the logger and push the sensor up through the logger until the PCB pops out. 2) Unscrew the terminal block screws and remove the battery, 3) Soak the PCB in some methylated spirits and very gently scrub it using a soft brush, 4) Leave to dry, 5) Attach the battery and try to download the data. Successfully connected with PCB but no valid data.
"
par,SeagrassNet,WA50.1,2021,2,,C,8052,4/30/2021,1:00:00,4/28/2021,12:00:00,7/10/2021,11:30:00,47.32943,-122.39042,
depth,Restoration,Joemma,2021,2,NHP,bottom,20331316,4/30/2021,1:00:00,4/29/2021,15:45:00,7/12/2021,13:45:00,47.22188,-122.81017,
depth,Restoration,DumasBay,2021,2,A,1,20565970,4/30/2021,1:00:00,4/28/2021,12:30:00,7/10/2021,11:30:00,47.32933,-122.38615,
depth,Restoration,Myrtle,2021,2,A,1,20566014,4/30/2021,1:00:00,5/4/2021,11:00:00,7/11/2021,11:45:00,47.62046,-122.36398,
depth,Restoration,QMHRaabs,2021,2,A,1,10777829,4/30/2021,1:00:00,4/29/2021,11:40:00,7/25/2021,11:00:00,47.39066,-122.43606,
depth,Restoration,QMHDockton,2021,2,A,1,10777819,4/30/2021,1:00:00,4/29/2021,10:50:00,7/25/2021,11:00:00,47.38592,-122.43793,
temp,Restoration,QMHRaabs,2021,2,A,1,10128315,4/30/2021,1:00:00,4/29/2021,11:40:00,7/25/2021,11:00:00,47.39066,-122.43606,
temp,Restoration,QMHDockton,2021,2,A,1,10128316,4/30/2021,1:00:00,4/29/2021,10:50:00,7/25/2021,11:00:00,47.38592,-122.43793,
temp,Restoration,Joemma,2021,2,NHP,bottom,10128321,4/30/2021,1:00:00,4/29/2021,15:45:00,7/12/2021,13:45:00,47.22188,-122.81017,
temp,Restoration,Myrtle,2021,2,A,1,20604504,4/30/2021,1:00:00,5/4/2021,11:00:00,7/11/2021,11:45:00,47.62046,-122.36398,
temp,Restoration,DumasBay,2021,2,A,1,20604507,4/30/2021,1:00:00,4/28/2021,12:30:00,7/10/2021,11:30:00,47.32933,-122.38615,
par,Restoration,Myrtle,2021,2,A,1,4599,4/30/2021,1:00:00,5/4/2021,11:00:00,7/11/2021,11:45:00,47.62046,-122.36398,
par,Restoration,DumasBay,2021,2,A,1,4591,4/30/2021,1:00:00,4/28/2021,12:30:00,7/10/2021,11:30:00,47.32933,-122.38615,
par,Restoration,QMHRaabs,2021,2,A,1,4592,4/30/2021,1:00:00,4/29/2021,11:40:00,7/25/2021,11:00:00,47.39066,-122.43606,
par,Restoration,QMHDockton,2021,2,A,1,4593,4/30/2021,1:00:00,4/29/2021,10:50:00,7/25/2021,11:00:00,47.38592,-122.43793,
par,Restoration,Joemma,2021,2,NHP,bottom,4588,4/30/2021,1:00:00,4/29/2021,15:45:00,7/12/2021,13:45:00,47.22188,-122.81017,
par,Restoration,WestcottBay,2021,3,A,1,7998,6/26/2021,1:00:00,6/27/2021,12:00:00,8/20/2021,10:00:00,48.59394,-123.15505,
par,Restoration,BlindBay,2021,3,A,1,7999,6/26/2021,1:00:00,6/26/2021,11:30:00,8/21/2021,10:30:00,48.57816,-122.94099,
temp,Restoration,WestcottBay,2021,3,A,1,20604508,6/26/2021,1:00:00,6/27/2021,12:00:00,8/20/2021,10:00:00,48.59394,-123.15505,
temp,Restoration,BlindBay,2021,3,A,1,20604509,6/26/2021,1:00:00,6/26/2021,11:30:00,8/21/2021,10:30:00,48.57816,-122.94099,
depth,Restoration,WestcottBay,2021,3,A,1,20331318,6/26/2021,1:00:00,6/27/2021,12:00:00,8/20/2021,10:00:00,48.59394,-123.15505,
depth,Restoration,BlindBay,2021,3,A,1,20331317,6/26/2021,1:00:00,6/26/2021,11:30:00,8/21/2021,10:30:00,48.57816,-122.94099,
par,SeagrassNet,WA50.1,2021,3,,A,6427,6/17/2021,1:00:00,6/10/2021,14:00:00,10/5/2021,14:00:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2021,3,,A,20047937,6/17/2021,1:00:00,6/10/2021,14:00:00,10/5/2021,14:00:00,47.32863,-122.39083,
depth,SeagrassNet,WA50.1,2021,3,,A,20566086,6/17/2021,1:00:00,6/10/2021,14:00:00,10/5/2021,14:00:00,47.32863,-122.39083,
depth,Restoration,Myrtle,2021,3,A,1,10777822,7/12/2021,1:00:00,7/11/2021,12:15:00,10/6/2021,11:30:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2021,3,A,1,20604506,7/12/2021,1:00:00,7/11/2021,12:15:00,10/6/2021,11:30:00,47.62046,-122.36398,
par,Restoration,Myrtle,2021,3,A,1,4590,7/12/2021,1:00:00,7/11/2021,12:15:00,10/6/2021,11:30:00,47.62046,-122.36398,
temp,Restoration,Joemma,2021,3,NHP,bottom,20047931,7/13/2021,1:00:00,7/12/2021,14:00:00,10/20/2021,9:30:00,47.22188,-122.81017,
depth,Restoration,Joemma,2021,3,NHP,bottom,20331320,7/13/2021,1:00:00,7/12/2021,14:00:00,10/20/2021,9:30:00,47.22188,-122.81017,
par,Restoration,Joemma,2021,3,NHP,bottom,7997,7/13/2021,1:00:00,7/12/2021,14:00:00,10/20/2021,9:30:00,47.22188,-122.81017,
depth,Restoration,DumasBay,2021,3,A,1,10777821,7/11/2021,1:00:00,7/10/2021,11:30:00,10/5/2021,12:05:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2021,3,A,1,20047928,7/11/2021,1:00:00,7/10/2021,11:30:00,10/5/2021,12:05:00,47.32933,-122.38615,
par,Restoration,DumasBay,2021,3,A,1,8050,7/11/2021,1:00:00,7/10/2021,11:30:00,10/5/2021,12:05:00,47.32933,-122.38615,
depth,SeagrassNet,WA50.1,2021,3,,C,20331319,7/11/2021,1:00:00,7/10/2021,11:30:00,10/21/2021,9:50:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2021,3,,C,20047930,7/11/2021,1:00:00,7/10/2021,11:30:00,10/21/2021,9:50:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2021,3,,C,8002,7/11/2021,1:00:00,7/10/2021,11:30:00,10/21/2021,9:50:00,47.32943,-122.39042,
depth,Restoration,QMHRaabs,2021,3,A,1,20566009,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:20:00,47.39066,-122.43606,
depth,Restoration,QMHDockton,2021,3,A,1,20565970,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:00:00,47.38592,-122.43793,
temp,Restoration,QMHRaabs,2021,3,A,1,20359579,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:20:00,47.39066,-122.43606,
temp,Restoration,QMHDockton,2021,3,A,1,20359580,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:00:00,47.38592,-122.43793,
par,Restoration,QMHRaabs,2021,3,A,1,4599,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:20:00,47.39066,-122.43606,
par,Restoration,QMHDockton,2021,3,A,1,4600,7/26/2021,1:00:00,7/25/2021,12:15:00,10/5/2021,11:00:00,47.38592,-122.43793,
temp,SeagrassNet,WA50.1,2021,3,,AIR,20604510,7/11/2021,1:00:00,7/10/2021,13:00:00,12/7/2021,8:30:00,47.32743,-122.39198,
par,SeagrassNet,WA50.1,2021,3,,AIR,6010,7/11/2021,1:00:00,7/10/2021,13:00:00,12/7/2021,8:30:00,47.32743,-122.39198,
depth,Restoration,WestcottBay,2021,3,A,1,20565978,8/20/2021,1:00:00,8/20/2021,10:00:00,11/28/2021,10:00:00,48.59394,-123.15505,
depth,Restoration,BlindBay,2021,3,A,1,10777817,8/20/2021,1:00:00,8/21/2021,10:30:00,1/14/2022,10:00:00,48.57816,-122.94099,
temp,Restoration,WestcottBay,2021,3,A,1,10128316,8/20/2021,1:00:00,8/20/2021,10:00:00,11/28/2021,10:00:00,48.59394,-123.15505,
temp,Restoration,BlindBay,2021,3,A,1,10128315,8/20/2021,1:00:00,8/21/2021,10:30:00,1/14/2022,10:00:00,48.57816,-122.94099,
par,Restoration,WestcottBay,2021,3,A,1,4592,8/20/2021,1:00:00,8/20/2021,10:00:00,11/28/2021,10:00:00,48.59394,-123.15505,
par,Restoration,BlindBay,2021,3,A,1,4593,8/20/2021,1:00:00,8/21/2021,10:30:00,1/14/2022,10:00:00,48.57816,-122.94099,
depth,Restoration,Myrtle,2021,4,A,1,20574104,10/7/2021,1:00:00,10/6/2021,11:30:00,3/10/2022,13:35:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2021,4,A,1,20604511,10/7/2021,1:00:00,10/6/2021,11:30:00,3/10/2022,13:35:00,47.62046,-122.36398,
par,Restoration,Myrtle,2021,4,A,1,8048,10/7/2021,1:00:00,10/6/2021,11:30:00,3/10/2022,13:35:00,47.62046,-122.36398,
temp,Restoration,Myrtle,2021,4,A,1,21159985,10/7/2021,1:00:00,10/6/2021,11:30:00,3/10/2022,13:35:00,47.62046,-122.36398,New MX Tidbit 400 model
depth,Restoration,QMHRaabs,2021,4,A,1,20566108,10/7/2021,1:00:00,10/5/2021,11:20:00,3/10/2022,12:25:00,47.39066,-122.43606,
temp,Restoration,QMHRaabs,2021,4,A,1,20604509,10/7/2021,1:00:00,10/5/2021,11:20:00,3/10/2022,12:25:00,47.39066,-122.43606,
par,Restoration,QMHRaabs,2021,4,A,1,8047,10/7/2021,1:00:00,10/5/2021,11:20:00,3/10/2022,12:25:00,47.39066,-122.43606,
depth,Restoration,QMHDockton,2021,4,A,1,20566024,10/7/2021,1:00:00,10/5/2021,11:00:00,3/10/2022,13:00:00,47.38592,-122.43793,
temp,Restoration,QMHDockton,2021,4,A,1,20604507,10/7/2021,1:00:00,10/5/2021,11:00:00,3/10/2022,13:00:00,47.38592,-122.43793,
par,Restoration,QMHDockton,2021,4,A,1,8046,10/7/2021,1:00:00,10/5/2021,11:00:00,3/10/2022,13:00:00,47.38592,-122.43793,
depth,Restoration,DumasBay,2021,4,A,1,20331318,10/7/2021,1:00:00,10/5/2021,12:05:00,3/15/2022,10:15:00,47.32933,-122.38615,
temp,Restoration,DumasBay,2021,4,A,1,20604504,10/7/2021,1:00:00,10/5/2021,12:05:00,3/15/2022,10:15:00,47.32933,-122.38615,
par,Restoration,DumasBay,2021,4,A,1,7999,10/7/2021,1:00:00,10/5/2021,12:05:00,3/15/2022,10:15:00,47.32933,-122.38615,
depth,SeagrassNet,WA50.1,2021,4,,C,20331317,10/7/2021,1:00:00,10/21/2021,9:50:00,3/15/2022,10:25:00,47.32943,-122.39042,
temp,SeagrassNet,WA50.1,2021,4,,C,20359587,10/7/2021,1:00:00,10/21/2021,9:50:00,3/15/2022,10:25:00,47.32943,-122.39042,
par,SeagrassNet,WA50.1,2021,4,,C,7998,10/7/2021,1:00:00,10/21/2021,9:50:00,3/15/2022,10:25:00,47.32943,-122.39042,
depth,SeagrassNet,WA50.1,2021,4,,A,20331316,10/7/2021,1:00:00,10/5/2021,14:00:00,11/5/2021,23:30:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2021,4,,A,20359581,10/7/2021,1:00:00,10/5/2021,14:00:00,11/5/2021,23:30:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2021,4,,A,7995,10/7/2021,1:00:00,10/5/2021,14:00:00,11/5/2021,23:30:00,47.32863,-122.39083,
depth,Restoration,Joemma,2021,4,NHP,bottom,10777819,10/7/2021,1:00:00,10/20/2021,9:30:00,3/15/2022,13:05:00,47.22188,-122.81017,
temp,Restoration,Joemma,2021,4,NHP,bottom,20047933,10/7/2021,1:00:00,10/20/2021,9:30:00,3/15/2022,13:05:00,47.22188,-122.81017,
par,Restoration,Joemma,2021,4,NHP,bottom,7992,10/7/2021,1:00:00,10/20/2021,9:30:00,3/15/2022,13:05:00,47.22188,-122.81017,
temp,Restoration,Joemma,2021,4,NHP,bottom,21159984,10/7/2021,1:00:00,10/20/2021,9:30:00,3/15/2022,13:05:00,47.22188,-122.81017,New MX Tidbit 400 model
depth,Restoration,WestcottBay,2021,4,A,1,20566009,10/20/2021,1:00:00,11/28/2021,11:00:00,4/19/2022,12:40:00,48.59394,-123.15505,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
temp,Restoration,WestcottBay,2021,4,A,1,2035979,10/20/2021,1:00:00,11/28/2021,11:00:00,4/19/2022,12:40:00,48.59394,-123.15505,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
par,Restoration,WestcottBay,2021,4,A,1,4599,10/20/2021,1:00:00,11/28/2021,11:00:00,4/19/2022,12:40:00,48.59394,-123.15505,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
depth,Restoration,WestcottBay,2021,4,B,1,10777822,10/20/2021,1:00:00,11/28/2021,11:00:00,3/25/2022,13:00:00,48.593817,-123.154017,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
temp,Restoration,WestcottBay,2021,4,B,1,20604506,10/20/2021,1:00:00,11/28/2021,11:00:00,3/25/2022,13:00:00,48.593817,-123.154017,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
par,Restoration,WestcottBay,2021,4,B,1,4590,10/20/2021,1:00:00,11/28/2021,11:00:00,3/25/2022,13:00:00,48.593817,-123.154017,Data sheet indicated deployment between 10:06:00 and 10:17:00. Decided to set deployment at 11:00:00 for both Westcott Bay subsite A and B.
depth,SeagrassNet,WA50.1,2021,4,,A,20566086,11/6/2021,1:00:00,11/5/2021,23:00:00,1/29/2022,19:20:00,47.32863,-122.39083,
temp,SeagrassNet,WA50.1,2021,4,,A,20359580,11/6/2021,1:00:00,11/5/2021,23:00:00,1/29/2022,19:20:00,47.32863,-122.39083,
par,SeagrassNet,WA50.1,2021,4,,A,5990,11/6/2021,1:00:00,11/5/2021,23:00:00,1/29/2021,19:20:00,47.32863,-122.39083,
